logFC,AveExpr,t,P.Value,adj.P.Val,B
-0.070958667,9.174147885,-0.800632637,0.437238031,0.998058517,-5.691214591
0.306528163,4.299231983,0.800576758,0.437269297,0.998058517,-5.691257621
0.12025963,3.800300382,0.800327761,0.437408634,0.998058517,-5.691449332
0.13026548,6.116361563,0.800320916,0.437412465,0.998058517,-5.691454602
0.205619902,4.539448321,0.800284281,0.437432968,0.998058517,-5.691482803
-0.196309714,6.296578102,-0.800257441,0.43744799,0.998058517,-5.691503464
-0.19887055,3.328557468,-0.800212599,0.437473088,0.998058517,-5.691537981
0.157292125,4.350714751,0.800017834,0.437582107,0.998058517,-5.691687879
-0.091097089,8.610347143,-0.799798022,0.437705168,0.998058517,-5.691857015
0.100152649,10.19691135,0.799496188,0.437874184,0.998058517,-5.692089195
0.124671734,6.211289326,0.799379832,0.43793935,0.998058517,-5.692178679
-0.07521317,8.408743353,-0.799350304,0.437955889,0.998058517,-5.692201386
-0.169139028,4.485079362,-0.799184921,0.438048526,0.998058517,-5.692328549
-0.059097558,7.17998071,-0.799113901,0.438088311,0.998058517,-5.692383148
-0.058421899,10.47777206,-0.799083413,0.438105391,0.998058517,-5.692406587
0.066002432,8.104232577,0.799054876,0.438121378,0.998058517,-5.692428524
0.098886995,10.28832767,0.798948682,0.438180874,0.998058517,-5.692510152
0.21388578,5.114163827,0.79872178,0.438308016,0.998058517,-5.692684532
0.107037131,6.810117448,0.798686879,0.438327574,0.998058517,-5.69271135
-0.195425249,6.312731955,-0.798631419,0.438358655,0.998058517,-5.692753964
-0.062648549,7.307886181,-0.798561946,0.438397591,0.998058517,-5.692807341
-0.075949479,8.722278969,-0.798431842,0.438470513,0.998058517,-5.692907291
-0.126333964,7.387056612,-0.798411813,0.43848174,0.998058517,-5.692922677
0.212025761,4.502165817,0.798384337,0.438497141,0.998058517,-5.692943783
-0.264532894,5.713547971,-0.798222766,0.438587715,0.998058517,-5.693067879
-0.10579461,4.825297057,-0.798127554,0.438641094,0.998058517,-5.693140997
0.062382464,10.40183008,0.797964417,0.438732565,0.998058517,-5.693266261
0.100006785,7.589828528,0.797919928,0.438757512,0.998058517,-5.693300417
-0.127669656,5.224699084,-0.797910085,0.438763032,0.998058517,-5.693307973
0.134844447,7.283395052,0.797899225,0.438769122,0.998058517,-5.693316311
0.05829215,9.527449316,0.797788255,0.438831352,0.998058517,-5.693401498
0.27879235,4.14971637,0.797635618,0.438916959,0.998058517,-5.693518654
0.06161033,8.042629467,0.797491936,0.438997554,0.998058517,-5.693628919
-0.18926799,5.544243024,-0.797473367,0.43900797,0.998058517,-5.693643168
0.141538896,8.017336085,0.797437686,0.439027986,0.998058517,-5.693670547
0.087868378,2.969929102,0.797253831,0.439131132,0.998058517,-5.693811606
0.062423459,9.063071386,0.797206585,0.439157641,0.998058517,-5.693847849
0.066793614,8.379516095,0.79717767,0.439173865,0.998058517,-5.69387003
-0.067721439,8.899216235,-0.797160666,0.439183406,0.998058517,-5.693883074
0.04997466,9.228831705,0.797153118,0.439187641,0.998058517,-5.693888863
-0.115569269,6.613205344,-0.797126564,0.439202541,0.998058517,-5.693909231
0.121137242,7.626314147,0.797061411,0.4392391,0.998058517,-5.693959204
-0.175007031,7.615443471,-0.79697012,0.439290331,0.998058517,-5.694029219
0.096943514,11.54336115,0.79688981,0.439335401,0.998058517,-5.694090806
-0.163182023,5.090653287,-0.796876677,0.439342772,0.998058517,-5.694100877
-0.047215773,11.8805134,-0.796785548,0.439393919,0.998058517,-5.694170754
0.068293213,7.879214409,0.79674445,0.439416986,0.998058517,-5.694202264
-0.137667873,6.602097313,-0.79659344,0.439501753,0.998058517,-5.694318034
0.151363991,7.259229951,0.796450047,0.439582254,0.998058517,-5.694427947
0.092524636,3.645150771,0.796367044,0.439628856,0.998058517,-5.694491562
-0.112132938,7.367720695,-0.796343326,0.439642173,0.998058517,-5.694509739
0.147634982,7.888471981,0.796213352,0.439715155,0.998058517,-5.694609338
-0.062826616,6.618921494,-0.796206202,0.439719169,0.998058517,-5.694614816
-0.054746722,9.444182693,-0.795974412,0.439849342,0.998058517,-5.694792399
-0.086866295,9.198394244,-0.795922469,0.439878516,0.998058517,-5.694832188
-0.14464067,7.219304532,-0.795911429,0.439884717,0.998058517,-5.694840645
-0.109795423,7.325155605,-0.795886744,0.439898582,0.998058517,-5.694859553
-0.043155318,13.06646174,-0.795865518,0.439910505,0.998058517,-5.69487581
-0.14812326,7.038799708,-0.795663559,0.440023954,0.998058517,-5.695030481
0.083552275,4.427697252,0.795639122,0.440037683,0.998058517,-5.695049194
0.093844176,8.01844083,0.795573547,0.440074524,0.998058517,-5.695099406
0.369082444,9.601913227,0.795560362,0.440081932,0.998058517,-5.695109502
-0.207045407,4.58901009,-0.795312825,0.440221022,0.998058517,-5.695299008
-0.13228942,3.581044923,-0.795202123,0.440283234,0.998058517,-5.69538374
-0.256076059,5.737722804,-0.79509693,0.440342356,0.998058517,-5.695464247
0.052770141,9.17193926,0.795017622,0.440386933,0.998058517,-5.695524936
0.156669233,3.189950157,0.794708153,0.440560903,0.998058517,-5.695761701
-0.126903548,5.108651587,-0.794605329,0.440618716,0.998058517,-5.69584035
0.060124538,9.820148551,0.794600721,0.440621307,0.998058517,-5.695843874
-0.130600663,6.586908386,-0.794232585,0.440828334,0.998058517,-5.696125381
0.142986664,4.261805139,0.794213254,0.440839206,0.998058517,-5.696140159
0.051630841,9.14832979,0.794150799,0.440874335,0.998058517,-5.696187904
0.15321252,5.858032723,0.793984466,0.440967902,0.998058517,-5.696315046
0.069510703,8.942370161,0.793977912,0.440971589,0.998058517,-5.696320055
0.080791746,7.377430276,0.793718223,0.441117696,0.998058517,-5.696518504
-0.051618235,8.376591144,-0.793532508,0.441222203,0.998058517,-5.696660389
-0.161986074,5.714346539,-0.793355963,0.441321564,0.998058517,-5.69679524
0.117207103,7.232022371,0.793239193,0.441387291,0.998058517,-5.696884417
0.204899774,6.831395723,0.793096822,0.441467437,0.998058517,-5.696993131
-0.113484411,7.181762262,-0.793078613,0.441477688,0.998058517,-5.697007034
0.197708449,5.443341982,0.792992024,0.441526438,0.998058517,-5.697073143
0.119555394,7.892608513,0.792907734,0.441573896,0.998058517,-5.69713749
0.143837321,5.784138881,0.792851273,0.441605687,0.998058517,-5.697180589
0.082261204,11.00809261,0.792771583,0.441650561,0.998058517,-5.697241415
-0.159190731,6.07433919,-0.7927443,0.441665924,0.998058517,-5.697262237
0.275681723,5.821516744,0.792677721,0.441703418,0.998058517,-5.69731305
-0.151131461,8.074651168,-0.792216529,0.441963192,0.998058517,-5.697664923
0.1402741,8.202000249,0.792067194,0.442047328,0.998058517,-5.697778821
0.053565763,8.409557985,0.79188792,0.442148346,0.998058517,-5.697915526
0.113056921,7.789120719,0.791520268,0.442355557,0.998058517,-5.698195793
-0.061334975,10.88650943,-0.791495442,0.442369551,0.998058517,-5.698214714
0.148812482,4.144018422,0.791461556,0.442388653,0.998058517,-5.69824054
-0.336395064,5.067773676,-0.791443192,0.442399005,0.998058517,-5.698254535
-0.181624055,4.441138649,-0.791295769,0.442482117,0.998058517,-5.698366875
-0.191953879,4.675056909,-0.791250747,0.4425075,0.998058517,-5.698401178
0.080671047,8.285157795,0.790850413,0.442733251,0.998058517,-5.698706131
0.114894906,6.231329765,0.790739342,0.442795897,0.998058517,-5.698790714
0.097140045,3.802768516,0.790651082,0.442845682,0.998058517,-5.698857918
-0.052020828,11.28670241,-0.790360046,0.443009872,0.998058517,-5.699079475
0.0745871,6.956911718,0.790252834,0.443070366,0.998058517,-5.699161074
-0.076870264,7.79441187,-0.790217752,0.443090162,0.998058517,-5.699187773
0.30769869,4.15833754,0.79010349,0.443154641,0.998058517,-5.699274723
-0.121422287,6.842720532,-0.790061958,0.44317808,0.998058517,-5.699306324
0.150471695,7.036653637,0.789947119,0.443242893,0.998058517,-5.699393697
-0.188294834,6.553080387,-0.789944004,0.443244652,0.998058517,-5.699396068
0.091806769,8.32017313,0.789886128,0.443277318,0.998058517,-5.699440097
0.078120939,7.917116791,0.789749827,0.443354256,0.998058517,-5.699543777
0.143425478,4.82923108,0.789655397,0.443407564,0.998058517,-5.699615598
-0.111564908,8.811340334,-0.789585833,0.443446837,0.998058517,-5.699668501
0.180386319,5.917623051,0.789455307,0.443520533,0.998058517,-5.699767754
-0.122878957,6.647740173,-0.789438755,0.443529879,0.998058517,-5.69978034
0.174315791,7.924422052,0.789419989,0.443540475,0.998058517,-5.699794608
-0.204509367,6.636224416,-0.789389226,0.443557845,0.998058517,-5.699817997
-0.250256552,5.905864913,-0.789323045,0.443595217,0.998058517,-5.699868313
-0.23783338,5.071796788,-0.789311999,0.443601454,0.998058517,-5.69987671
-0.132324129,7.552888966,-0.789303384,0.443606319,0.998058517,-5.699883259
-0.136900883,6.896713593,-0.789259946,0.44363085,0.998058517,-5.699916281
-0.216717264,3.988855953,-0.789192456,0.443668964,0.998058517,-5.699967584
-0.056936707,9.42944525,-0.789156254,0.44368941,0.998058517,-5.699995102
0.341268466,4.099303196,0.789144885,0.44369583,0.998058517,-5.700003743
0.057443501,8.242759842,0.789115478,0.443712439,0.998058517,-5.700026094
0.053258722,11.630427,0.789035066,0.443757857,0.998058517,-5.700087209
-0.235577735,7.357364492,-0.789020629,0.443766011,0.998058517,-5.700098181
-0.068702154,9.17835786,-0.789017419,0.443767824,0.998058517,-5.70010062
-0.263237527,4.305852507,-0.788926171,0.443819366,0.998058517,-5.700169963
0.253186296,5.623600043,0.788895703,0.443836577,0.998058517,-5.700193115
-0.344325977,4.331861804,-0.788871811,0.443850074,0.998058517,-5.700211269
0.162223176,6.63815778,0.788849691,0.44386257,0.998058517,-5.700228077
0.08891812,4.568928682,0.788805307,0.443887643,0.998058517,-5.7002618
0.241579444,6.491776289,0.788743334,0.443922655,0.998058517,-5.700308885
-0.074695016,9.807042808,-0.788697325,0.443948649,0.998058517,-5.700343838
0.274763805,5.907073538,0.788644352,0.443978578,0.998058517,-5.70038408
0.276466333,7.674971582,0.788625638,0.443989152,0.998058517,-5.700398296
0.108649804,9.00067245,0.78860557,0.444000491,0.998058517,-5.70041354
-0.16458945,7.078264211,-0.788525415,0.444045782,0.998058517,-5.700474424
-0.151194015,6.718375308,-0.788415405,0.444107947,0.998058517,-5.700557976
0.161937566,5.498807168,0.788404889,0.44411389,0.998058517,-5.700565962
-0.132746603,6.735967144,-0.788397397,0.444118123,0.998058517,-5.700571652
-0.04498159,12.70791503,-0.788388987,0.444122876,0.998058517,-5.700578038
0.123837809,5.167701537,0.788315553,0.444164377,0.998058517,-5.700633804
0.216855787,4.417044331,0.788259318,0.444196159,0.998058517,-5.700676505
-0.095343231,8.304654022,-0.788130464,0.444268989,0.998058517,-5.700774338
-0.085458098,8.097770112,-0.788086958,0.444293581,0.998058517,-5.700807366
0.06864489,10.28426833,0.787957971,0.444366496,0.998058517,-5.700905281
0.159619009,6.356196276,0.787923385,0.444386049,0.998058517,-5.700931533
-0.101432899,8.188724286,-0.787825422,0.444441433,0.998058517,-5.701005884
-0.138736932,6.359808794,-0.787820457,0.44444424,0.998058517,-5.701009652
0.348832793,5.3936158,0.787796648,0.444457702,0.998058517,-5.701027722
-0.098900727,8.967728408,-0.787738081,0.444490815,0.998058517,-5.701072166
0.108822875,6.338212663,0.78772608,0.444497601,0.998058517,-5.701081273
-0.280268686,4.879433658,-0.787561239,0.444590813,0.998058517,-5.70120635
-0.272646058,6.201224083,-0.787050245,0.444879841,0.998058517,-5.701593928
0.108992471,5.717106808,0.78697012,0.444925173,0.998058517,-5.70165468
-0.107126909,7.379764286,-0.786883977,0.444973911,0.998058517,-5.701719989
-0.068796518,8.294282625,-0.786748769,0.445050419,0.998058517,-5.701822484
-0.127386734,7.847346292,-0.786730437,0.445060792,0.998058517,-5.701836378
0.140413595,2.038694938,0.786707915,0.445073537,0.998058517,-5.70185345
-0.112220172,7.809242198,-0.786666804,0.445096802,0.998058517,-5.701884609
-0.080201967,7.395440324,-0.786609059,0.445129481,0.998058517,-5.701928374
-0.146586619,5.768136755,-0.786582417,0.445144559,0.998058517,-5.701948564
0.115703821,6.773634473,0.786141349,0.445394226,0.998058517,-5.702282741
-0.079820379,8.732443091,-0.78596945,0.445491554,0.998058517,-5.702412934
-0.156582829,6.780796058,-0.785805435,0.44558443,0.998058517,-5.702537133
0.289480633,6.389526702,0.785623586,0.44568742,0.998058517,-5.702674809
-0.108317528,9.057945149,-0.785539533,0.445735028,0.998058517,-5.702738435
0.09363707,5.162086903,0.785444864,0.445788654,0.998058517,-5.702810089
-0.087465473,4.541277069,-0.785162619,0.445948555,0.998058517,-5.703023671
0.107860854,3.448129441,0.784985664,0.446048825,0.998058517,-5.703157542
-0.116674197,6.144062819,-0.784900381,0.446097155,0.998058517,-5.703222052
-0.167937275,5.947018217,-0.784892147,0.446101821,0.998058517,-5.703228279
0.073341236,6.929819341,0.784827358,0.446138539,0.998058517,-5.703277282
-0.136328546,7.40501223,-0.78471553,0.446201921,0.998058517,-5.703361853
0.093410329,8.483953792,0.784291171,0.44644249,0.998058517,-5.703682681
0.146088069,7.470257779,0.78419909,0.446494702,0.998058517,-5.703752276
-0.096537299,5.124131936,-0.784194872,0.446497094,0.998058517,-5.703755464
0.151718287,8.178655415,0.78418905,0.446500395,0.998058517,-5.703759864
0.112039511,8.344092461,0.784148962,0.446523127,0.998058517,-5.70379016
-0.223774627,5.359645656,-0.784052895,0.446577605,0.998058517,-5.703862755
-0.173706439,7.132093589,-0.784048217,0.446580258,0.998058517,-5.70386629
-0.076124554,9.450948322,-0.783939898,0.44664169,0.998058517,-5.703948134
-0.063286703,7.443281908,-0.78380615,0.44671755,0.998058517,-5.704049178
-0.077962339,9.977341581,-0.78376868,0.446738804,0.998058517,-5.704077483
0.248205354,4.091837508,0.783752324,0.446748082,0.998058517,-5.704089838
0.162462117,5.729233769,0.78374954,0.446749661,0.998058517,-5.704091941
-0.153576734,6.248420504,-0.783674514,0.446792221,0.998058517,-5.704148611
0.223199676,5.983343023,0.783651711,0.446805156,0.998058517,-5.704165833
-0.088790278,6.226372408,-0.783472124,0.446907042,0.998058517,-5.704301459
0.052692164,10.74834193,0.783354562,0.446973746,0.998058517,-5.704390227
-0.092856804,10.22339015,-0.783122374,0.447105508,0.998058517,-5.70456551
0.06841686,9.154664962,0.783110377,0.447112317,0.998058517,-5.704574566
0.200676333,5.171839379,0.78302664,0.447159842,0.998058517,-5.704637769
0.051835865,11.14674118,0.783022318,0.447162295,0.998058517,-5.70464103
-0.223175472,5.649113163,-0.782988641,0.447181409,0.998058517,-5.704666447
0.053774438,9.264029165,0.782891186,0.447236726,0.998058517,-5.704739993
0.068677847,7.765487706,0.782820274,0.44727698,0.998058517,-5.704793502
0.096621669,6.713746202,0.782792569,0.447292708,0.998058517,-5.704814407
-0.307923379,4.178157026,-0.78273254,0.447326786,0.998058517,-5.704859699
-0.132931789,6.300196596,-0.782703071,0.447343515,0.998058517,-5.704881932
0.07963129,7.104809477,0.782552797,0.447428835,0.998058517,-5.704995297
0.295290499,5.150121624,0.782361645,0.447537377,0.998058517,-5.705139471
0.103030652,7.71630619,0.782226171,0.447614315,0.998058517,-5.705241632
0.31288075,3.8936536,0.782134516,0.447666371,0.998058517,-5.705310739
-0.081917054,7.932578813,-0.781840667,0.447833292,0.998058517,-5.705532251
-0.089971325,7.631116435,-0.781806979,0.447852431,0.998058517,-5.705557641
0.117200209,5.174186218,0.781751298,0.447884066,0.998058517,-5.705599605
0.102126798,7.245559402,0.781749378,0.447885157,0.998058517,-5.705601052
-0.076824839,8.144463168,-0.781618689,0.447959412,0.998058517,-5.705699534
0.101966474,4.220018834,0.781525411,0.448012417,0.998058517,-5.705769816
0.149110848,5.302911596,0.781524692,0.448012825,0.998058517,-5.705770357
-0.117638933,6.463368736,-0.78140303,0.448081965,0.998058517,-5.705862014
-0.085945431,9.955534858,-0.781266036,0.448159825,0.998058517,-5.705965206
0.098550428,9.386160438,0.781258933,0.448163862,0.998058517,-5.705970555
0.074430113,7.823666772,0.781240801,0.448174168,0.998058517,-5.705984212
-0.054023716,12.4861044,-0.781178994,0.448209299,0.998058517,-5.706030762
0.080578044,9.951349433,0.781132821,0.448235545,0.998058517,-5.706065535
-0.112732435,3.045074305,-0.780798277,0.448425739,0.998058517,-5.706317424
0.057179782,8.370135841,0.780782592,0.448434657,0.998058517,-5.706329231
0.050393331,7.157382842,0.780763973,0.448445244,0.998058517,-5.706343247
0.066926974,9.310894834,0.780665774,0.448501083,0.998058517,-5.706417163
0.185529475,6.615444288,0.780475016,0.448609567,0.998058517,-5.706560725
-0.137683329,7.4766194,-0.780441981,0.448628355,0.998058517,-5.706585583
-0.070398398,7.832267729,-0.780379293,0.44866401,0.998058517,-5.706632753
0.120399773,8.322711155,0.78034767,0.448681997,0.998058517,-5.706656546
-0.053369028,8.607920245,-0.78028619,0.448716967,0.998058517,-5.706702801
-0.054131718,13.31768129,-0.780238511,0.448744089,0.998058517,-5.706738671
-0.076192379,8.513919115,-0.780022999,0.448866693,0.998058517,-5.70690078
0.173845428,5.272684807,0.779936781,0.448915748,0.998058517,-5.706965622
-0.058839233,10.74935743,-0.779901386,0.448935888,0.998058517,-5.70699224
-0.171536496,7.214367548,-0.779504915,0.449161516,0.998058517,-5.707290317
-0.136424144,5.090030182,-0.779468207,0.44918241,0.998058517,-5.707317909
-0.147920327,6.118149342,-0.779426605,0.44920609,0.998058517,-5.707349177
0.083249611,10.46287898,0.779422223,0.449208585,0.998058517,-5.70735247
0.094281331,4.683584442,0.779407695,0.449216854,0.998058517,-5.70736339
-0.07544106,10.04896548,-0.779381156,0.449231961,0.998058517,-5.707383335
-0.269930519,4.806893617,-0.779180511,0.449346185,0.998058517,-5.707534111
-0.069861176,2.8926534,-0.779079876,0.449403482,0.998058517,-5.707609721
-0.161042938,6.628252158,-0.779018699,0.449438316,0.998058517,-5.707655681
0.13196608,8.45512056,0.778972548,0.449464595,0.998058517,-5.70769035
0.141781231,7.912774305,0.778865239,0.449525702,0.998058517,-5.707770954
0.131746093,8.866615604,0.778774282,0.449577501,0.998058517,-5.707839267
0.331814286,4.846620387,0.778766917,0.449581696,0.998058517,-5.707844798
-0.049984597,10.2761619,-0.778600139,0.449676686,0.998058517,-5.707970038
0.058641365,6.211430315,0.778552345,0.449703909,0.998058517,-5.708005924
0.190645474,6.907368389,0.778459294,0.449756914,0.998058517,-5.708075784
-0.08098567,10.1141553,-0.778446278,0.44976433,0.998058517,-5.708085556
-0.084668821,5.945845384,-0.778318901,0.449836895,0.998058517,-5.708181174
-0.08556773,8.155073794,-0.778261838,0.449869406,0.998058517,-5.708224005
0.239323818,3.55208461,0.778019479,0.450007503,0.998058517,-5.708405886
0.142680691,7.309588845,0.778005868,0.45001526,0.998058517,-5.708416099
-0.076192132,6.144737373,-0.777978507,0.450030852,0.998058517,-5.708436629
-0.209667747,4.873482031,-0.777825761,0.450117904,0.998058517,-5.708551226
0.101727682,6.505572067,0.777747532,0.450162492,0.998058517,-5.708609909
0.114105667,7.1592128,0.777549901,0.450275147,0.998058517,-5.708758138
-0.095139561,6.683517137,-0.777482159,0.450313766,0.998058517,-5.708808939
0.383836637,4.10434167,0.777450785,0.450331652,0.998058517,-5.708832465
0.069199438,9.459959862,0.777369848,0.450377798,0.998058517,-5.708893153
-0.081829322,7.907825383,-0.777343747,0.45039268,0.998058517,-5.708912723
-0.094081338,8.580684092,-0.777306355,0.450414,0.998058517,-5.708940758
0.393687731,5.925733988,0.777128639,0.450515338,0.998058517,-5.709073982
0.242771063,5.732686151,0.776986531,0.450596382,0.998058517,-5.709180493
-0.332193217,4.748266536,-0.776921805,0.450633298,0.998058517,-5.709229
0.146269475,2.35146865,0.776879145,0.45065763,0.998058517,-5.709260969
-0.092213239,9.952828478,-0.776708945,0.450754715,0.998058517,-5.709388496
-0.231519908,4.399723351,-0.776468828,0.450891704,0.998058517,-5.709568367
0.126374216,4.015024215,0.776426193,0.450916031,0.998058517,-5.7096003
-0.051572549,11.26762911,-0.776297104,0.450989691,0.998058517,-5.709696974
0.155504436,6.148141586,0.776252421,0.451015189,0.998058517,-5.709730434
0.254914698,3.432867905,0.776243887,0.45102006,0.998058517,-5.709736824
0.104956117,5.250252888,0.77621967,0.45103388,0.998058517,-5.709754958
-0.068521514,7.892635451,-0.776125411,0.451087674,0.998058517,-5.709825533
0.060025082,8.519510781,0.775930208,0.451199089,0.998058517,-5.709971663
-0.057053331,8.239165011,-0.775847014,0.451246578,0.998058517,-5.710033932
0.201893501,5.459657709,0.775835749,0.451253009,0.998058517,-5.710042364
0.105571836,6.764378881,0.775833465,0.451254313,0.998058517,-5.710044073
-0.275081473,4.354032845,-0.775746165,0.45130415,0.998058517,-5.710109408
0.118604126,7.831846311,0.775681068,0.451341315,0.998058517,-5.710158122
0.224724922,4.48834748,0.775676497,0.451343924,0.998058517,-5.710161543
-0.195358088,5.879484996,-0.775534749,0.451424857,0.998058517,-5.710267604
-0.071880411,10.8115805,-0.775245886,0.451589814,0.998058517,-5.710483687
0.072052012,8.163786995,0.775197555,0.451617418,0.998058517,-5.710519834
0.084135192,7.308875629,0.775072384,0.451688912,0.998058517,-5.71061344
-0.148913484,5.96439564,-0.775048303,0.451702667,0.998058517,-5.710631446
0.077463513,9.435333078,0.77495805,0.451754223,0.998058517,-5.710698929
0.122008325,7.624259423,0.774760822,0.451866899,0.998058517,-5.710846374
-0.118742145,7.049106874,-0.774700777,0.451901206,0.998058517,-5.710891255
0.084524537,8.464048697,0.77468947,0.451907667,0.998058517,-5.710899707
0.132034777,8.844807527,0.774682995,0.451911366,0.998058517,-5.710904546
0.148911198,3.87170642,0.774552255,0.451986072,0.998058517,-5.711002257
-0.068177824,9.745549063,-0.774531574,0.45199789,0.998058517,-5.711017712
-0.135778726,4.233831569,-0.774468243,0.452034082,0.998058517,-5.711065038
-0.073422934,6.202865763,-0.774450434,0.452044259,0.998058517,-5.711078345
0.059255266,8.489084041,0.774364891,0.452093148,0.998058517,-5.711142261
0.058225217,10.21853155,0.774307593,0.452125896,0.998058517,-5.71118507
0.057485309,7.676370682,0.774245375,0.452161457,0.998058517,-5.711231551
0.121425125,5.667305891,0.77399583,0.452304106,0.998058517,-5.711417945
-0.179053133,5.323291248,-0.77376846,0.452434104,0.998058517,-5.711587728
0.097497397,7.131922215,0.773729146,0.452456583,0.998058517,-5.71161708
0.149876174,3.184236698,0.773697962,0.452474415,0.998058517,-5.711640361
-0.062577778,10.39529581,-0.773555144,0.452556087,0.998058517,-5.711746975
-0.072840764,8.204138635,-0.773398799,0.452645505,0.998058517,-5.711863666
-0.047489333,11.33077183,-0.773354993,0.452670561,0.998058517,-5.711896358
-0.166196861,6.907950106,-0.772909969,0.452925153,0.998058517,-5.712228375
0.069251159,9.23489119,0.772883524,0.452940284,0.998058517,-5.712248099
-0.094112337,3.668820091,-0.772877431,0.45294377,0.998058517,-5.712252643
0.172948104,6.686204372,0.772729659,0.453028331,0.998058517,-5.712362849
-0.05978564,8.144821285,-0.772725825,0.453030524,0.998058517,-5.712365707
0.106752245,7.526722236,0.772515733,0.453150764,0.998058517,-5.712522355
-0.120554446,3.961505419,-0.772508843,0.453154708,0.998058517,-5.712527492
0.238691211,10.58045266,0.772461384,0.453181872,0.998058517,-5.712562873
-0.067715762,9.587467937,-0.772357085,0.453241574,0.998058517,-5.712640621
-0.118128801,9.443587913,-0.772294572,0.45327736,0.998058517,-5.712687215
-0.18753627,2.273951829,-0.772268755,0.45329214,0.998058517,-5.712706457
-0.078097069,9.501865137,-0.772058352,0.4534126,0.998058517,-5.712863252
0.06846161,7.912907636,0.772031104,0.453428202,0.998058517,-5.712883555
-0.315368619,2.475952634,-0.771819224,0.453549532,0.998058517,-5.713041408
-0.110551492,5.465758695,-0.771789466,0.453566574,0.998058517,-5.713063574
-0.292133095,3.916750088,-0.771608449,0.45367025,0.998058517,-5.713198397
0.155218958,7.437763006,0.771471619,0.453748627,0.998058517,-5.713300289
-0.053706593,9.216045792,-0.771392135,0.45379416,0.998058517,-5.713359471
0.065382229,8.213215764,0.771353479,0.453816305,0.998058517,-5.713388251
0.049764872,10.34215026,0.771320111,0.453835422,0.998058517,-5.713413094
0.205524756,4.412304674,0.77126353,0.453867838,0.998058517,-5.713455215
0.069483319,7.563507954,0.77125313,0.453873797,0.998058517,-5.713462958
0.08545774,8.195316862,0.771217477,0.453894224,0.998058517,-5.713489498
-0.133770025,8.509122264,-0.771196084,0.453906481,0.998058517,-5.713505422
-0.348363766,4.333499353,-0.771188428,0.453910868,0.998058517,-5.713511121
-0.099741536,5.017071561,-0.771102133,0.453960314,0.998058517,-5.713575352
-0.144836223,7.544384258,-0.77109861,0.453962333,0.998058517,-5.713577974
0.107219535,9.11948946,0.770978958,0.454030898,0.998058517,-5.713667022
-0.078740401,6.696218247,-0.77085219,0.454103548,0.998058517,-5.713761353
0.098759603,8.379194153,0.770819934,0.454122035,0.998058517,-5.713785353
0.285412983,4.611715605,0.770653175,0.454217617,0.998058517,-5.713909416
-0.075455405,9.095215724,-0.770645909,0.454221782,0.998058517,-5.71391482
0.227431914,4.763175894,0.770643974,0.454222891,0.998058517,-5.71391626
0.080467426,11.67393735,0.770499962,0.454305446,0.998058517,-5.714023379
-0.143776083,5.477642496,-0.770212488,0.454470268,0.998058517,-5.714237152
0.063925513,10.30537549,0.770010662,0.454586007,0.998058517,-5.714387192
-0.065105746,8.12976811,-0.769770848,0.454723554,0.998058517,-5.714565426
0.13845976,7.858148379,0.769728819,0.454747663,0.998058517,-5.714596658
0.089660807,8.909875043,0.769557397,0.454846003,0.998058517,-5.714724025
0.120135845,7.025230825,0.769322496,0.454980781,0.998058517,-5.714898515
-0.132512965,6.255363588,-0.769203666,0.45504897,0.998058517,-5.714986765
-0.10289691,10.33836718,-0.769111132,0.455102075,0.998058517,-5.715055479
-0.163190481,5.26100251,-0.769025381,0.45515129,0.998058517,-5.715119148
-0.263513563,5.69171399,-0.768777383,0.455293644,0.998058517,-5.71530325
-0.115844389,7.309237435,-0.768763658,0.455301523,0.998058517,-5.715313437
0.095702745,9.998318387,0.768752062,0.45530818,0.998058517,-5.715322044
0.055377614,10.31029759,0.76872367,0.455324479,0.998058517,-5.715343116
-0.085937215,7.150193496,-0.768564691,0.455415752,0.998058517,-5.715461098
-0.06579011,6.877404791,-0.76851013,0.45544708,0.998058517,-5.715501584
0.08211442,3.371928893,0.768478114,0.455465464,0.998058517,-5.71552534
0.09892256,8.672322348,0.768387113,0.455517718,0.998058517,-5.715592856
-0.161904818,4.746742957,-0.768211351,0.455618655,0.998058517,-5.71572324
0.326959084,5.7792408,0.768072762,0.455698254,0.998058517,-5.715826029
0.109606597,4.185269105,0.768000041,0.455740025,0.998058517,-5.715879958
0.105258665,8.400089147,0.767998205,0.45574108,0.998058517,-5.71588132
-0.386058952,4.346636153,-0.767980772,0.455751093,0.998058517,-5.715894247
0.139206039,4.687868979,0.767929622,0.455780476,0.998058517,-5.715932176
-0.066621854,8.365032454,-0.767879856,0.455809065,0.998058517,-5.715969076
-0.11521289,7.127643183,-0.767856368,0.455822558,0.998058517,-5.71598649
-0.149431825,6.063785446,-0.767713939,0.455904386,0.998058517,-5.716092083
0.116819318,3.99918537,0.76756232,0.455991503,0.998058517,-5.716204469
0.062361164,9.190599,0.76737215,0.456100786,0.998058517,-5.716345401
-0.109130485,5.191573037,-0.767163809,0.45622053,0.998058517,-5.716499764
-0.127869986,6.873599062,-0.76711258,0.456249977,0.998058517,-5.716537714
-0.279674925,6.651868655,-0.766945969,0.456345755,0.998058517,-5.716661123
0.093966997,8.380296884,0.76672937,0.456470287,0.998058517,-5.716821522
0.158659861,3.82078501,0.766684296,0.456496205,0.998058517,-5.716854895
